,,,,,,,,,,,,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2
Water System ID,Water System Name,Source,County,Action Taken,,Testing Date,Sample Number,PFAS Measured,Result,State Action Level (SAL),Calculation_result_range_bins_text,Action & No PFAS detected,Action & PFAS detected below State Action Level (SAL),Action & PFAS detected meeting or exceeding State Action Level (SAL),No Action & No PFAS detected,No Action & PFAS detected below State Action Level (SAL),No Action & PFAS detected meeting or exceeding State Action Level (SAL)
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,2/8/2023,41201,(PFHxA) PFhexanoic acid,0ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,2/8/2023,41201,(PFPeA) PFpentanoic acid,0ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,5/3/2023,22001,(PFBA) PFbutanoic acid,0ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,5/3/2023,22001,(PFBS) PFbutane sulfonic acid,0ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,5/3/2023,22001,(PFHxA) PFhexanoic acid,0ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,5/3/2023,22001,(PFPeA) PFpentanoic acid,0ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,8/17/2023,6101,(PFBA) PFbutanoic acid,4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,8/17/2023,6101,(PFBS) PFbutane sulfonic acid,3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,8/17/2023,6101,(PFHxA) PFhexanoic acid,11ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,8/17/2023,6101,(PFHxS) PFhexane sulfonic acid,5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,8/17/2023,6101,(PFPeA) PFpentanoic acid,15.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,11/9/2023,41801,(6:2FTS) H-PFoctane sulfonic acid,3.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,11/9/2023,41801,(PFBA) PFbutanoic acid,3.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,2/6/2024,28501,(6:2FTS) H-PFoctane sulfonic acid,5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,2/6/2024,28501,(PFBA) PFbutanoic acid,12.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,2/6/2024,28501,(PFPeA) PFpentanoic acid,3.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,5/15/2024,73601,(PFBA) PFbutanoic acid,9.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,5/15/2024,73601,(PFBS) PFbutane sulfonic acid,3.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,5/15/2024,73601,(PFHxA) PFhexanoic acid,13.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,5/15/2024,73601,(PFHxS) PFhexane sulfonic acid,4.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,5/15/2024,73601,(PFOA) PFoctanoic acid,2.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,5/15/2024,73601,(PFPeA) PFpentanoic acid,23ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,11/13/2024,50601,(6:2FTS) H-PFoctane sulfonic acid,3.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,11/13/2024,50601,(PFBA) PFbutanoic acid,14.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,11/13/2024,50601,(PFBS) PFbutane sulfonic acid,5.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,11/13/2024,50601,(PFHpA) PFheptanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,11/13/2024,50601,(PFHxA) PFhexanoic acid,22.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,11/13/2024,50601,(PFHxS) PFhexane sulfonic acid,4.9ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
29335,GREAT NORTHERN SCHOOL DIST #312,1,Spokane,None,,11/13/2024,50601,(PFPeA) PFpentanoic acid,50.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
30878,HORSEHEAD BAY WATER ASSN,1,Pierce,None,,5/11/2022,20861,(PFHxS) PFhexane sulfonic acid,2.4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
30878,HORSEHEAD BAY WATER ASSN,1,Pierce,None,,12/19/2023,61481,(PFBS) PFbutane sulfonic acid,2.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
30878,HORSEHEAD BAY WATER ASSN,1,Pierce,None,,12/19/2023,61481,(PFHxS) PFhexane sulfonic acid,3.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,5/4/2022,21621,(PFBA) PFbutanoic acid,4.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,5/4/2022,21621,(PFBS) PFbutane sulfonic acid,23ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,5/4/2022,21621,(PFHpA) PFheptanoic acid,5.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,5/4/2022,21621,(PFHxA) PFhexanoic acid,15ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,5/4/2022,21621,(PFHxS) PFhexane sulfonic acid,44ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,5/4/2022,21621,(PFOA) PFoctanoic acid,5.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,5/4/2022,21621,(PFPeA) PFpentanoic acid,13ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,5/4/2022,21621,(PFPeS) PFpentanesulfonic acid,19ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,9/26/2023,47711,(PFBA) PFbutanoic acid,4.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,9/26/2023,47711,(PFBS) PFbutane sulfonic acid,20ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,9/26/2023,47711,(PFHpA) PFheptanoic acid,5.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,9/26/2023,47711,(PFHxA) PFhexanoic acid,13ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,9/26/2023,47711,(PFHxS) PFhexane sulfonic acid,42ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,9/26/2023,47711,(PFOA) PFoctanoic acid,4.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,9/26/2023,47711,(PFPeA) PFpentanoic acid,11ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,9/26/2023,47711,(PFPeS) PFpentanesulfonic acid,15ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,12/4/2023,39321,(PFBA) PFbutanoic acid,3.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,12/4/2023,39321,(PFBS) PFbutane sulfonic acid,20ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,12/4/2023,39321,(PFHpA) PFheptanoic acid,5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,12/4/2023,39321,(PFHxA) PFhexanoic acid,13ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,12/4/2023,39321,(PFHxS) PFhexane sulfonic acid,44ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,12/4/2023,39321,(PFOA) PFoctanoic acid,4.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,12/4/2023,39321,(PFPeA) PFpentanoic acid,11ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,12/4/2023,39321,(PFPeS) PFpentanesulfonic acid,16ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,2/21/2024,43171,(PFBA) PFbutanoic acid,3.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,2/21/2024,43171,(PFBS) PFbutane sulfonic acid,20ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,2/21/2024,43171,(PFHpA) PFheptanoic acid,5.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,2/21/2024,43171,(PFHxA) PFhexanoic acid,12ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,2/21/2024,43171,(PFHxS) PFhexane sulfonic acid,47ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,2/21/2024,43171,(PFOA) PFoctanoic acid,5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,2/21/2024,43171,(PFOS) PFoctane sulfonic acid,2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,2/21/2024,43171,(PFPeA) PFpentanoic acid,11ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
31075,HARBORLAND MOBILE PARK,1,Pierce,None,,2/21/2024,43171,(PFPeS) PFpentanesulfonic acid,17ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
32000,HAZELWOOD HEIGHTS,1,King,None,,8/27/2024,88101,(PFBS) PFbutane sulfonic acid,3.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
32642,HIDDEN HILLS ESTATES,3,Spokane,None,,9/27/2023,56702,(PFOS) PFoctane sulfonic acid,3.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
32642,HIDDEN HILLS ESTATES,3,Spokane,None,,3/25/2024,91601,(PFOS) PFoctane sulfonic acid,4.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
32642,HIDDEN HILLS ESTATES,3,Spokane,None,,6/24/2024,96501,(PFOS) PFoctane sulfonic acid,3.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
32642,HIDDEN HILLS ESTATES,3,Spokane,None,,9/23/2024,1601,(PFOS) PFoctane sulfonic acid,2.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,3,Pierce,None,,5/8/2023,31905,(PFBS) PFbutane sulfonic acid,8.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,1,Pierce,None,,5/8/2023,31901,(PFBS) PFbutane sulfonic acid,8.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,2,Pierce,None,,5/8/2023,31903,(PFBS) PFbutane sulfonic acid,8.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,1,Pierce,None,,5/8/2023,31901,(PFOA) PFoctanoic acid,2.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,2,Pierce,None,,5/8/2023,31903,(PFOA) PFoctanoic acid,2.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,3,Pierce,None,,5/8/2023,31905,(PFOA) PFoctanoic acid,2.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,3,Pierce,None,,9/12/2023,26201,(PFBS) PFbutane sulfonic acid,8.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,3,Pierce,None,,9/12/2023,26201,(PFOA) PFoctanoic acid,3.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,3,Pierce,None,,11/13/2023,42501,(PFBS) PFbutane sulfonic acid,8.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,3,Pierce,None,,11/13/2023,42501,(PFOA) PFoctanoic acid,2.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,3,Pierce,None,,2/13/2024,25801,(PFBS) PFbutane sulfonic acid,8.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35354,RANCH,3,Pierce,None,,2/13/2024,25801,(PFOA) PFoctanoic acid,2.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,5/30/2023,96773,(PFBA) PFbutanoic acid,3.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,5/30/2023,96773,(PFBS) PFbutane sulfonic acid,8.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,5/30/2023,96773,(PFHpA) PFheptanoic acid,4.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,5/30/2023,96773,(PFHpS) PFheptanesulfonic acid,4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,5/30/2023,96773,(PFHxA) PFhexanoic acid,19ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,5/30/2023,96773,(PFHxS) PFhexane sulfonic acid,49ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,5/30/2023,96773,(PFOA) PFoctanoic acid,23ng/L,10ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,5/30/2023,96773,(PFOS) PFoctane sulfonic acid,32ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,5/30/2023,96773,(PFPeA) PFpentanoic acid,13ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,5/30/2023,96773,(PFPeS) PFpentanesulfonic acid,6.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/31/2023,75611,(PFBA) PFbutanoic acid,3.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/31/2023,75611,(PFBS) PFbutane sulfonic acid,9.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/31/2023,75611,(PFHpA) PFheptanoic acid,5.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/31/2023,75611,(PFHpS) PFheptanesulfonic acid,3.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/31/2023,75611,(PFHxA) PFhexanoic acid,20ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/31/2023,75611,(PFHxS) PFhexane sulfonic acid,49ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/31/2023,75611,(PFOA) PFoctanoic acid,22ng/L,10ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/31/2023,75611,(PFOS) PFoctane sulfonic acid,35ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/31/2023,75611,(PFPeA) PFpentanoic acid,12ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/31/2023,75611,(PFPeS) PFpentanesulfonic acid,6.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,2/17/2024,43201,(PFBS) PFbutane sulfonic acid,4.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,2/17/2024,43201,(PFHpA) PFheptanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,2/17/2024,43201,(PFHxA) PFhexanoic acid,8.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,2/17/2024,43201,(PFHxS) PFhexane sulfonic acid,24ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,2/17/2024,43201,(PFOA) PFoctanoic acid,10ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,2/17/2024,43201,(PFOS) PFoctane sulfonic acid,18ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,2/17/2024,43201,(PFPeA) PFpentanoic acid,5.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,2/17/2024,43201,(PFPeS) PFpentanesulfonic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,4/22/2024,40051,(PFBA) PFbutanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,4/22/2024,40051,(PFBS) PFbutane sulfonic acid,8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,4/22/2024,40051,(PFHpA) PFheptanoic acid,4.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,4/22/2024,40051,(PFHpS) PFheptanesulfonic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,4/22/2024,40051,(PFHxA) PFhexanoic acid,18ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,4/22/2024,40051,(PFHxS) PFhexane sulfonic acid,50ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,4/22/2024,40051,(PFOA) PFoctanoic acid,21ng/L,10ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,4/22/2024,40051,(PFOS) PFoctane sulfonic acid,39ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,4/22/2024,40051,(PFPeA) PFpentanoic acid,11ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,4/22/2024,40051,(PFPeS) PFpentanesulfonic acid,6.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/24/2024,57301,(PFHxS) PFhexane sulfonic acid,3.6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,7/24/2024,57301,(PFOS) PFoctane sulfonic acid,2.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,10/17/2024,93941,(PFHxS) PFhexane sulfonic acid,3.4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
35880,INWOOD BEACH CLUB,2,Kitsap,None,,10/17/2024,93941,(PFOS) PFoctane sulfonic acid,2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36150,ISLAND LAKE,4,Kitsap,None,,12/3/2024,49791,(PFOS) PFoctane sulfonic acid,2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36300,ISSAQUAH VALLEY WATER ASSN #1,1,King,None,,6/19/2023,13491,(PFBS) PFbutane sulfonic acid,11ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36300,ISSAQUAH VALLEY WATER ASSN #1,1,King,None,,6/19/2023,13491,(PFHxS) PFhexane sulfonic acid,9.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36300,ISSAQUAH VALLEY WATER ASSN #1,1,King,None,,6/19/2023,13491,(PFPeS) PFpentanesulfonic acid,7.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/2/2023,19305,(PFBA) PFbutanoic acid,8.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/2/2023,19305,(PFBS) PFbutane sulfonic acid,1.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/2/2023,19305,(PFHxA) PFhexanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/2/2023,19305,(PFHxS) PFhexane sulfonic acid,2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/2/2023,19305,(PFOS) PFoctane sulfonic acid,1.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/2/2023,19305,(PFPeA) PFpentanoic acid,7.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,8/1/2023,11601,(PFBA) PFbutanoic acid,9.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,8/1/2023,11601,(PFBS) PFbutane sulfonic acid,2.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,8/1/2023,11601,(PFHxA) PFhexanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,8/1/2023,11601,(PFHxS) PFhexane sulfonic acid,2.6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,8/1/2023,11601,(PFOS) PFoctane sulfonic acid,2.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,8/1/2023,11601,(PFPeA) PFpentanoic acid,7.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,8/1/2023,11601,(PFPeS) PFpentanesulfonic acid,1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,11/7/2023,22305,(PFBA) PFbutanoic acid,9.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
