,,,,,,,,,,,,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2,Calculation_result_range_bins_text_v2
Water System ID,Water System Name,Source,County,Action Taken,,Testing Date,Sample Number,PFAS Measured,Result,State Action Level (SAL),Calculation_result_range_bins_text,Action & No PFAS detected,Action & PFAS detected below State Action Level (SAL),Action & PFAS detected meeting or exceeding State Action Level (SAL),No Action & No PFAS detected,No Action & PFAS detected below State Action Level (SAL),No Action & PFAS detected meeting or exceeding State Action Level (SAL)
36350,ISSAQUAH WATER SYSTEM,4,King,None,,11/7/2023,22305,(PFBS) PFbutane sulfonic acid,2.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,11/7/2023,22305,(PFHxA) PFhexanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,11/7/2023,22305,(PFHxS) PFhexane sulfonic acid,2.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,11/7/2023,22305,(PFOS) PFoctane sulfonic acid,2.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,11/7/2023,22305,(PFPeA) PFpentanoic acid,9.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,2/7/2024,25305,(PFBA) PFbutanoic acid,9.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,2/7/2024,25305,(PFBS) PFbutane sulfonic acid,2.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,2/7/2024,25305,(PFHxA) PFhexanoic acid,3.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,2/7/2024,25305,(PFHxS) PFhexane sulfonic acid,3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,2/7/2024,25305,(PFOS) PFoctane sulfonic acid,3.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,2/7/2024,25305,(PFPeA) PFpentanoic acid,8.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,2/7/2024,25305,(PFPeS) PFpentanesulfonic acid,1.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/8/2024,32006,(PFBA) PFbutanoic acid,8.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/8/2024,32006,(PFBS) PFbutane sulfonic acid,1.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/8/2024,32006,(PFHxA) PFhexanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/8/2024,32006,(PFHxS) PFhexane sulfonic acid,1.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/8/2024,32006,(PFOS) PFoctane sulfonic acid,1ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
36350,ISSAQUAH WATER SYSTEM,4,King,None,,5/8/2024,32006,(PFPeA) PFpentanoic acid,7.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
37300,Montessori Spring Valley Supply,1,King,None,,9/27/2023,47001,(PFBS) PFbutane sulfonic acid,2.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
37300,Montessori Spring Valley Supply,1,King,None,,9/27/2023,47001,(PFHxA) PFhexanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
37300,Montessori Spring Valley Supply,1,King,None,,9/27/2023,47001,(PFOA) PFoctanoic acid,2.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
37300,Montessori Spring Valley Supply,1,King,None,,9/27/2023,47001,(PFPeA) PFpentanoic acid,2.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
38150,KENT WATER DEPARTMENT,5,King,None,,2/7/2022,10055,(PFBS) PFbutane sulfonic acid,2.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
38150,KENT WATER DEPARTMENT,1,King,None,,2/7/2022,10058,(PFOS) PFoctane sulfonic acid,2.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40650,HIGHLINE WATER DISTRICT,4,King,Yes,,3/9/2022,10145,(PFBA) PFbutanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40650,HIGHLINE WATER DISTRICT,10,King,None,,3/9/2022,10146,(PFHxS) PFhexane sulfonic acid,3.8ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40650,HIGHLINE WATER DISTRICT,4,King,Yes,,3/9/2022,10145,(PFHxS) PFhexane sulfonic acid,3.9ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40650,HIGHLINE WATER DISTRICT,4,King,Yes,,3/9/2022,10145,(PFNA) PFnonanoic acid,13.1ng/L,9ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
40650,HIGHLINE WATER DISTRICT,4,King,Yes,,3/9/2022,10145,(PFOA) PFoctanoic acid,2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40650,HIGHLINE WATER DISTRICT,4,King,Yes,,3/9/2022,10145,(PFOS) PFoctane sulfonic acid,5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40650,HIGHLINE WATER DISTRICT,4,King,Yes,,4/21/2022,10213,(PFHxS) PFhexane sulfonic acid,4.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40650,HIGHLINE WATER DISTRICT,4,King,Yes,,4/21/2022,10213,(PFNA) PFnonanoic acid,11.9ng/L,9ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
40650,HIGHLINE WATER DISTRICT,4,King,Yes,,4/21/2022,10213,(PFOA) PFoctanoic acid,2.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40650,HIGHLINE WATER DISTRICT,4,King,Yes,,4/21/2022,10213,(PFOS) PFoctane sulfonic acid,5.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,15,King,None,,2/16/2022,80191,(PFBA) PFbutanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,6,King,Yes,,2/16/2022,80195,(PFBS) PFbutane sulfonic acid,10ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,15,King,None,,2/16/2022,80191,(PFBS) PFbutane sulfonic acid,11ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,2/16/2022,80193,(PFBS) PFbutane sulfonic acid,2.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,19,King,None,,2/16/2022,80193,(PFBS) PFbutane sulfonic acid,2.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,2/16/2022,80192,(PFBS) PFbutane sulfonic acid,3.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,1,King,None,,2/16/2022,80189,(PFBS) PFbutane sulfonic acid,4.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,11,King,None,,2/16/2022,80190,(PFBS) PFbutane sulfonic acid,5.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,7,King,Yes,,2/16/2022,80194,(PFBS) PFbutane sulfonic acid,9.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,2/16/2022,80192,(PFHxA) PFhexanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,1,King,None,,2/16/2022,80189,(PFHxA) PFhexanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,15,King,None,,2/16/2022,80191,(PFHxA) PFhexanoic acid,4.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,7,King,Yes,,2/16/2022,80194,(PFHxA) PFhexanoic acid,4.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,6,King,Yes,,2/16/2022,80195,(PFHxA) PFhexanoic acid,5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,15,King,None,,2/16/2022,80191,(PFHxS) PFhexane sulfonic acid,20ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,7,King,Yes,,2/16/2022,80194,(PFHxS) PFhexane sulfonic acid,37ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,2/16/2022,80193,(PFHxS) PFhexane sulfonic acid,4.4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,19,King,None,,2/16/2022,80193,(PFHxS) PFhexane sulfonic acid,4.4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,6,King,Yes,,2/16/2022,80195,(PFHxS) PFhexane sulfonic acid,40ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,11,King,None,,2/16/2022,80190,(PFHxS) PFhexane sulfonic acid,6.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,2/16/2022,80192,(PFHxS) PFhexane sulfonic acid,6.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,1,King,None,,2/16/2022,80189,(PFHxS) PFhexane sulfonic acid,8.8ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,6,King,Yes,,2/16/2022,80195,(PFNA) PFnonanoic acid,8.3ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,7,King,Yes,,2/16/2022,80194,(PFNA) PFnonanoic acid,8ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,6,King,Yes,,2/16/2022,80195,(PFOA) PFoctanoic acid,2.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,7,King,Yes,,2/16/2022,80194,(PFOA) PFoctanoic acid,2.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,15,King,None,,2/16/2022,80191,(PFOA) PFoctanoic acid,4.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,15,King,None,,2/16/2022,80191,(PFOS) PFoctane sulfonic acid,13ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,7,King,Yes,,2/16/2022,80194,(PFOS) PFoctane sulfonic acid,36ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,6,King,Yes,,2/16/2022,80195,(PFOS) PFoctane sulfonic acid,37ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,11,King,None,,2/16/2022,80190,(PFOS) PFoctane sulfonic acid,4.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,1,King,None,,2/16/2022,80189,(PFOS) PFoctane sulfonic acid,4.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,2/16/2022,80193,(PFOS) PFoctane sulfonic acid,4.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,19,King,None,,2/16/2022,80193,(PFOS) PFoctane sulfonic acid,4.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,2/16/2022,80192,(PFOS) PFoctane sulfonic acid,6.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,2/16/2022,80192,(PFPeA) PFpentanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,1,King,None,,2/16/2022,80189,(PFPeA) PFpentanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,15,King,None,,2/16/2022,80191,(PFPeA) PFpentanoic acid,4.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,7,King,Yes,,2/16/2022,80194,(PFPeA) PFpentanoic acid,5.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,6,King,Yes,,2/16/2022,80195,(PFPeA) PFpentanoic acid,5.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,1,King,None,,2/16/2022,80189,(PFPeS) PFpentanesulfonic acid,2.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,11,King,None,,2/16/2022,80190,(PFPeS) PFpentanesulfonic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,15,King,None,,2/16/2022,80191,(PFPeS) PFpentanesulfonic acid,6.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,7,King,Yes,,2/16/2022,80194,(PFPeS) PFpentanesulfonic acid,7.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,6,King,Yes,,2/16/2022,80195,(PFPeS) PFpentanesulfonic acid,8.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,18,King,None,,3/13/2023,4233,(PFBA) PFbutanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,3/13/2023,4234,(PFBS) PFbutane sulfonic acid,3.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,1,King,None,,3/13/2023,4231,(PFBS) PFbutane sulfonic acid,4.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,11,King,None,,3/13/2023,4232,(PFBS) PFbutane sulfonic acid,6.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,18,King,None,,3/13/2023,4233,(PFBS) PFbutane sulfonic acid,7.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,1,King,None,,3/13/2023,4231,(PFHxA) PFhexanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,18,King,None,,3/13/2023,4233,(PFHxA) PFhexanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,18,King,None,,3/13/2023,4233,(PFHxS) PFhexane sulfonic acid,16ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,3/13/2023,4234,(PFHxS) PFhexane sulfonic acid,5.4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,1,King,None,,3/13/2023,4231,(PFHxS) PFhexane sulfonic acid,6.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,11,King,None,,3/13/2023,4232,(PFHxS) PFhexane sulfonic acid,9.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,18,King,None,,3/13/2023,4233,(PFOA) PFoctanoic acid,4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,18,King,None,,3/13/2023,4233,(PFOS) PFoctane sulfonic acid,10ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,11,King,None,,3/13/2023,4232,(PFOS) PFoctane sulfonic acid,4.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,1,King,None,,3/13/2023,4231,(PFOS) PFoctane sulfonic acid,4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,3/13/2023,4234,(PFOS) PFoctane sulfonic acid,5.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,1,King,None,,3/13/2023,4231,(PFPeA) PFpentanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,18,King,None,,3/13/2023,4233,(PFPeA) PFpentanoic acid,3.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,11,King,None,,3/13/2023,4232,(PFPeS) PFpentanesulfonic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,18,King,None,,3/13/2023,4233,(PFPeS) PFpentanesulfonic acid,4.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,12/9/2024,56731,(PFBS) PFbutane sulfonic acid,2.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,12/9/2024,56731,(PFHxS) PFhexane sulfonic acid,3.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
40900,SAMMAMISH PLATEAU WATER & SEWER,13,King,None,,12/9/2024,56731,(PFOS) PFoctane sulfonic acid,4.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,10/17/2023,72209,(PFBA) PFbutanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,10/17/2023,72209,(PFBS) PFbutane sulfonic acid,13ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,10/17/2023,72209,(PFHxA) PFhexanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,10/17/2023,72209,(PFHxS) PFhexane sulfonic acid,7.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,10/17/2023,72209,(PFOA) PFoctanoic acid,3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,10/17/2023,72209,(PFOS) PFoctane sulfonic acid,10ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,13,King,None,,10/17/2023,72207,(PFOS) PFoctane sulfonic acid,2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,10/17/2023,72209,(PFPeA) PFpentanoic acid,3.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,10/17/2023,72209,(PFPeS) PFpentanesulfonic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,4/24/2024,75101,(PFBA) PFbutanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,4/24/2024,75101,(PFBS) PFbutane sulfonic acid,12ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,4/24/2024,75101,(PFHxA) PFhexanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,4/24/2024,75101,(PFHxS) PFhexane sulfonic acid,6.6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,4/24/2024,75101,(PFOA) PFoctanoic acid,2.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,4/24/2024,75101,(PFOS) PFoctane sulfonic acid,9.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41650,COVINGTON WATER DISTRICT,4,King,None,,4/24/2024,75101,(PFPeA) PFpentanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41800,CEDAR RIVER WATER & SEWER DISTRICT,3,King,None,,3/7/2024,25711,(PFBA) PFbutanoic acid,12.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,26,King,None,,2/9/2022,43118,(PFBA) PFbutanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,17,King,None,,2/9/2022,43116,(PFBS) PFbutane sulfonic acid,3.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,26,King,None,,2/9/2022,43118,(PFBS) PFbutane sulfonic acid,3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,17,King,None,,2/9/2022,43116,(PFHpA) PFheptanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,17,King,None,,2/9/2022,43116,(PFHxA) PFhexanoic acid,8.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,16,King,None,,2/9/2022,43117,(PFHxS) PFhexane sulfonic acid,2.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,14,King,None,,2/9/2022,43111,(PFHxS) PFhexane sulfonic acid,6.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,26,King,None,,2/9/2022,43118,(PFOA) PFoctanoic acid,2.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,17,King,None,,2/9/2022,43116,(PFOA) PFoctanoic acid,4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,13,King,None,,2/9/2022,43109,(PFOS) PFoctane sulfonic acid,2.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,26,King,None,,2/9/2022,43118,(PFOS) PFoctane sulfonic acid,2.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,17,King,None,,2/9/2022,43116,(PFOS) PFoctane sulfonic acid,5.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,17,King,None,,2/9/2022,43116,(PFPeA) PFpentanoic acid,11.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,26,King,None,,9/21/2022,81901,(PFBA) PFbutanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,17,King,None,,9/21/2022,81907,(PFBA) PFbutanoic acid,4ng/L,None,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,14,King,None,,9/21/2022,81902,(PFBS) PFbutane sulfonic acid,2.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,19,King,None,,9/21/2022,81905,(PFBS) PFbutane sulfonic acid,2.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
41997,LAKEHAVEN WATER AND SEWER DISTRICT,17,King,None,,9/21/2022,81907,(PFBS) PFbutane sulfonic acid,3.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL),,,,,,
